0.000000000000000000e+00 9.997814007226694111e-01 2.031688151476128651e-04
5.000000000000000104e-03 9.998131201963826875e-01 1.728136822875849237e-04
1.000000000000000021e-02 9.996657943597812013e-01 3.102248035182048297e-04
1.499999999999999944e-02 9.993327665489966094e-01 6.277049438968921582e-04
2.000000000000000042e-02 9.992520561524406153e-01 7.163681549317884234e-04
2.500000000000000139e-02 9.994202234019912146e-01 5.674147779724340044e-04
2.999999999999999889e-02 9.994559227837985782e-01 5.331490210852228833e-04
3.499999999999999639e-02 9.993196530749792750e-01 6.618363376248518606e-04
4.000000000000000083e-02 9.991591287165216828e-01 8.189349123854063788e-04
4.499999999999999833e-02 9.990253026455501173e-01 9.486990966735498127e-04
5.000000000000000278e-02 9.990398980579926480e-01 9.356252540672843968e-04
5.500000000000000028e-02 9.991999412006935533e-01 7.856092320705044619e-04
5.999999999999999778e-02 9.992253205301500074e-01 7.611527792005950716e-04
6.500000000000000222e-02 9.990390999847644782e-01 9.370799407409375736e-04
6.999999999999999278e-02 9.988838805575447344e-01 1.088489196163878537e-03
7.499999999999999722e-02 9.988797376450814225e-01 1.098177462256054492e-03
8.000000000000000167e-02 9.989548953775390094e-01 1.029197078732170664e-03
8.500000000000000611e-02 9.990271834235948667e-01 9.604389887297846594e-04
8.999999999999999667e-02 9.990152322985217381e-01 9.702253455977091030e-04
9.500000000000000111e-02 9.989053425411827947e-01 1.071945144810542610e-03
1.000000000000000056e-01 9.988269160304797945e-01 1.145824930049941940e-03
1.050000000000000100e-01 9.988808595626338382e-01 1.097019581867096031e-03
1.100000000000000006e-01 9.989871609792529972e-01 9.981065333644005121e-04
1.150000000000000050e-01 9.990221203154574514e-01 9.648200982339677489e-04
1.199999999999999956e-01 9.989595963589144034e-01 1.023354680688010705e-03
1.250000000000000000e-01 9.988536662115850007e-01 1.123577652967751002e-03
1.300000000000000044e-01 9.987982084549188455e-01 1.177151101915016986e-03
1.350000000000000089e-01 9.988416467891169104e-01 1.138160519400716920e-03
1.399999999999999856e-01 9.989180588900400393e-01 1.067475813900185333e-03
1.449999999999999900e-01 9.989231814935987108e-01 1.062639375498155778e-03
1.499999999999999944e-01 9.988414906010860683e-01 1.139416234026155959e-03
1.549999999999999989e-01 9.987588811737235783e-01 1.217967947774258736e-03
1.600000000000000033e-01 9.987514201977705230e-01 1.226187352356503460e-03
1.650000000000000078e-01 9.988123897773864002e-01 1.169607463770546947e-03
1.700000000000000122e-01 9.988694192985001497e-01 1.116081082406422936e-03
1.750000000000000167e-01 9.988464110639473370e-01 1.137534889978612015e-03
1.799999999999999933e-01 9.987535950469986767e-01 1.225308828545166977e-03
1.849999999999999978e-01 9.986821348839547419e-01 1.294204731344972400e-03
1.900000000000000022e-01 9.986941842186686236e-01 1.284926098800100083e-03
1.950000000000000067e-01 9.987580043662617202e-01 1.225999691847636875e-03
2.000000000000000111e-01 9.987870782885505117e-01 1.198613769792283151e-03
2.050000000000000155e-01 9.987386099277236751e-01 1.243967558222255649e-03
2.100000000000000200e-01 9.986525482335003590e-01 1.325393236642500097e-03
2.150000000000000244e-01 9.986080840526049274e-01 1.368631223501984642e-03
2.200000000000000011e-01 9.986454440222479745e-01 1.335069672245522195e-03
2.250000000000000056e-01 9.987068687537107303e-01 1.277962520563935165e-03
2.300000000000000100e-01 9.987071794944930581e-01 1.277566446541415334e-03
2.350000000000000144e-01 9.986389784034196415e-01 1.341909705490102389e-03
2.399999999999999911e-01 9.985643732704335696e-01 1.413140841381245287e-03
2.450001209453085138e-01 9.985504774975156872e-01 1.427754486228893999e-03
2.500000000000000000e-01 9.985992721163342578e-01 1.383023067352133137e-03
2.549998790546914584e-01 9.986386475641655380e-01 1.346299512623794561e-03
2.600000000000000089e-01 9.986081177821379828e-01 1.375017791872288090e-03
2.649998790546914673e-01 9.985305863390215864e-01 1.448618246245273562e-03
2.700000000000000178e-01 9.984833853786556634e-01 1.494459586069734041e-03
2.749998790546914762e-01 9.985033481354531615e-01 1.476998019898475645e-03
2.799999999999999711e-01 9.985516591541558906e-01 1.432089279717579499e-03
2.849998790546914851e-01 9.985616743918861449e-01 1.422616210502939326e-03
2.899999999999999800e-01 9.985050595506435034e-01 1.476071712559170980e-03
2.950001209453085305e-01 9.984343104932610347e-01 1.543775561778575316e-03
2.999999999999999889e-01 9.984197584521545821e-01 1.559124457438625664e-03
3.050001209453085393e-01 9.984579613054093139e-01 1.524289325001348385e-03
3.099999999999999978e-01 9.984897725353744091e-01 1.494594987206904028e-03
3.150001209453085482e-01 9.984663579083188356e-01 1.516615917665716223e-03
3.200000000000000067e-01 9.983984711782818433e-01 1.581067470921646966e-03
3.250001209453085571e-01 9.983507229629030588e-01 1.627368169939624135e-03
3.300000000000000155e-01 9.983639440213091243e-01 1.616395382565499750e-03
3.350001209453085105e-01 9.984054962232234987e-01 1.578005523743388665e-03
3.400000000000000244e-01 9.984116844093242626e-01 1.572229243240075508e-03
3.450001209453085194e-01 9.983639772282210112e-01 1.617374292836483343e-03
3.500000000000000333e-01 9.983030118118602081e-01 1.675718748141678252e-03
3.550001209453085282e-01 9.982810623765888680e-01 1.697823516041988001e-03
3.599999999999999867e-01 9.983095811159775623e-01 1.672175378169391555e-03
3.650001209453085371e-01 9.983393333720625984e-01 1.644594330406598873e-03
3.699999999999999956e-01 9.983201953758686908e-01 1.662684886692518448e-03
3.750001209453084905e-01 9.982639365177308211e-01 1.716186790159490976e-03
3.800000000000000044e-01 9.982186622586901592e-01 1.760004718915599486e-03
3.849998790546914629e-01 9.982178979537775776e-01 1.762087767763937784e-03
3.900000000000000133e-01 9.982483625433253849e-01 1.734311113162160948e-03
3.949998790546914718e-01 9.982606293095240835e-01 1.723047620132528565e-03
4.000000000000000222e-01 9.982273975101304542e-01 1.754518501884890034e-03
4.049998790546914251e-01 9.981736029561041335e-01 1.805888547448981831e-03
4.100000000000000311e-01 9.981447883822929246e-01 1.834281266641993096e-03
4.149998790546914340e-01 9.981551346351730247e-01 1.825761114412799944e-03
4.200000000000000400e-01 9.981777996286593790e-01 1.805167037671645200e-03
4.249998790546914429e-01 9.981763917270938258e-01 1.806803076800326570e-03
4.300000000000000488e-01 9.981377640779954818e-01 1.843494974701068547e-03
4.349998790546915073e-01 9.980912598334077401e-01 1.888104263720151877e-03
4.400000000000000022e-01 9.980744230764027058e-01 1.905181933659696363e-03
4.449998790546915162e-01 9.980870639819916512e-01 1.894373499498112337e-03
4.500000000000000111e-01 9.981019459418870587e-01 1.881022241681896273e-03
4.549998790546915250e-01 9.980911823985136877e-01 1.891504811659454506e-03
4.600000000000000200e-01 9.980517257913360529e-01 1.929103109916830783e-03
4.649998790546914784e-01 9.980130687056263383e-01 1.966387996819601684e-03
4.700000000000000289e-01 9.980026280678232498e-01 1.977412249419207950e-03
4.750001209453085238e-01 9.980161893060589540e-01 1.965655672659272213e-03
4.799999999999999822e-01 9.980242637526151039e-01 1.958627527984928458e-03
4.850001209453085327e-01 9.980053784075315626e-01 1.976788698983451137e-03
4.899999999999999911e-01 9.979667575832421589e-01 2.013725523602358583e-03
4.950001209453085416e-01 9.979344989426139900e-01 2.045069138106056592e-03
5.000000000000000000e-01 9.979309610755543458e-01 2.049573965565943887e-03
5.050001209453085504e-01 9.979452705230812404e-01 2.036987859116282974e-03
5.100000000000000089e-01 9.979448677331305140e-01 2.037837544074027393e-03
5.150001209453085593e-01 9.979182821759142730e-01 2.063294229059132578e-03
5.200000000000000178e-01 9.978805742543095381e-01 2.099530432582914427e-03
5.250001209453084572e-01 9.978580305410614804e-01 2.121825331417216947e-03
5.300000000000000266e-01 9.978628252323492598e-01 2.118387429092189952e-03
5.350001209453084661e-01 9.978737885692067211e-01 2.108774355227176558e-03
5.400000000000000355e-01 9.978625708189482468e-01 2.119739503525324559e-03
5.450001209453084750e-01 9.978280181501422152e-01 2.152817376334804477e-03
5.499999999999999334e-01 9.977957663583890691e-01 2.184121715747828867e-03
5.550001209453084838e-01 9.977873468515706668e-01 2.193142555028101525e-03
5.599999999999999423e-01 9.977968768057789983e-01 2.185049770736280893e-03
5.650001209453084927e-01 9.977991353609879654e-01 2.183456077822232017e-03
5.699999999999999512e-01 9.977746524188559896e-01 2.206939247231961242e-03
5.750001209453086126e-01 9.977368658035067339e-01 2.243276335583809650e-03
5.799999999999999600e-01 9.977170392778130781e-01 2.263039631414374454e-03
5.850001209453086215e-01 9.977212432043432999e-01 2.260084020521669745e-03
5.899999999999999689e-01 9.977291384479013425e-01 2.253301010486001912e-03
5.950001209453085194e-01 9.977171906847457361e-01 2.264988333390423672e-03
5.999999999999999778e-01 9.976822160881170243e-01 2.298510135151683384e-03
6.050001209453085282e-01 9.976503565715491018e-01 2.329481218564064416e-03
6.099999999999999867e-01 9.976446725263199422e-01 2.335957552245775636e-03
6.150001209453085371e-01 9.976555808169860207e-01 2.326519587711778098e-03
6.199999999999999956e-01 9.976544127043350807e-01 2.328092462439649863e-03
6.249998790546914540e-01 9.976278549947548147e-01 2.353581287118888983e-03
6.300000000000000044e-01 9.975914595211551328e-01 2.388652533877608578e-03
6.349998790546914629e-01 9.975710139104430052e-01 2.408986765643716076e-03
6.400000000000000133e-01 9.975759668510496558e-01 2.405353772475397715e-03
6.449998790546914718e-01 9.975850617040099566e-01 2.397446828652221619e-03
6.500000000000000222e-01 9.975711580585950866e-01 2.410963250515531404e-03
6.549998790546914806e-01 9.975372502738688585e-01 2.443508765212777743e-03
6.600000000000000311e-01 9.975069107985230499e-01 2.473026112694992357e-03
6.649998790546913785e-01 9.974979469627024420e-01 2.482535332839605393e-03
6.700000000000000400e-01 9.975061979944171986e-01 2.475641678412648320e-03
6.749998790546913874e-01 9.975067692740496872e-01 2.475668839837425177e-03
6.800000000000000488e-01 9.974843123279546475e-01 2.497305629022522882e-03
6.849998790546915073e-01 9.974509790809342746e-01 2.529428693996392270e-03
6.900000000000000577e-01 9.974294146193087851e-01 2.550725138626303793e-03
6.949998790546915162e-01 9.974272083353111773e-01 2.553775489716146423e-03
7.000000000000000666e-01 9.974311425957164134e-01 2.550832820855696622e-03
7.050001209453085060e-01 9.974237044136963215e-01 2.558418586022526316e-03
7.099999999999999645e-01 9.973991000716198041e-01 2.582170619842749128e-03
7.150001209453085149e-01 9.973706841401243084e-01 2.609715432523640466e-03
7.199999999999999734e-01 9.973558837958735879e-01 2.624599534765951168e-03
7.250001209453085238e-01 9.973535585879215182e-01 2.627675135342180061e-03
7.299999999999999822e-01 9.973516319786488449e-01 2.630226777136698574e-03
7.350001209453085327e-01 9.973401708067635152e-01 2.641655078747757578e-03
7.399999999999999911e-01 9.973173609526487793e-01 2.663780568763994810e-03
7.450001209453085416e-01 9.972942114462737262e-01 2.686358880650524528e-03
7.500000000000000000e-01 9.972810881534910354e-01 2.699609390770723889e-03
7.550001209453085504e-01 9.972763208903020482e-01 2.704961431382091590e-03
7.600000000000000089e-01 9.972710702800455795e-01 2.710652428676428149e-03
7.650001209453085593e-01 9.972582015684235968e-01 2.723438157292404262e-03
7.700000000000000178e-01 9.972380347878058160e-01 2.743099061587283595e-03
7.750001209453084572e-01 9.972170603043404302e-01 2.763616827436412345e-03
7.800000000000000266e-01 9.972037730084536422e-01 2.777013230604325183e-03
7.850001209453084661e-01 9.971983770154883020e-01 2.782954198435454076e-03
7.900000000000000355e-01 9.971914790742273382e-01 2.790182260090522028e-03
7.950001209453084750e-01 9.971776791452462430e-01 2.803841469476312919e-03
8.000000000000000444e-01 9.971577454002110708e-01 2.823304344221567487e-03
8.049998790546915028e-01 9.971379208584042475e-01 2.842774536230788674e-03
8.099999999999999423e-01 9.971267218487236406e-01 2.854208600496033980e-03
