0.000000000000000000e+00 0.000000000000000000e+00 9.999999997725000922e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999997725000922e-01
5.000000000000000104e-03 1.291649787262689769e-07 9.975210533668610324e-01 7.926607195965099600e-06 1.801808254832989358e-03 5.597319745732746727e-04 1.092176400471180022e-04 9.999999997763301396e-01
1.000000000000000021e-02 3.806376668180400182e-07 9.946329346414000128e-01 2.210504393823399798e-05 4.075112204376730475e-03 1.117922876346286697e-03 1.512670948695559912e-04 9.999999997763748816e-01
1.499999999999999944e-02 6.086214895086899854e-07 9.943930029800599479e-01 3.559797729931619937e-05 4.500838790764196372e-03 9.746082475433603389e-04 9.507907155199299767e-05 9.999999997755311121e-01
2.000000000000000042e-02 7.721759736808600914e-07 9.958540577407830607e-01 4.647077526530879877e-05 3.432503024742300166e-03 4.924770202826198300e-04 1.735644725685280042e-04 9.999999997686475073e-01
2.500000000000000139e-02 1.163809782248499873e-06 9.973579537546579665e-01 5.717211023482400280e-05 2.086883299813760070e-03 2.219027792521179694e-04 2.748614976602140329e-04 9.999999997709779764e-01
2.999999999999999889e-02 1.828952582140199965e-06 9.977436516189370774e-01 7.504747920310000009e-05 1.581215164544459185e-03 4.013259973919938218e-04 1.968715409256860177e-04 9.999999997743881375e-01
3.499999999999999639e-02 2.366190494347399902e-06 9.969377771866899662e-01 9.965041382495299326e-05 2.124099057204066523e-03 7.327040504785014077e-04 1.032891635819959916e-04 9.999999997698916232e-01
4.000000000000000083e-02 2.732534753316899862e-06 9.960761228246899357e-01 1.184546580576449843e-04 2.893226248473676574e-03 7.895954700889114058e-04 1.197279246993670051e-04 9.999999997724359213e-01
4.499999999999999833e-02 3.100580466273599779e-06 9.959150266957900177e-01 1.284981903541500064e-04 3.214562094941367503e-03 6.251809336639831778e-04 1.135115519527859986e-04 9.999999997679905883e-01
5.000000000000000278e-02 3.765444477887999975e-06 9.963213054528899937e-01 1.400880883657380034e-04 2.915641590907093721e-03 5.444941087799345719e-04 7.461566525068200496e-05 9.999999997762702986e-01
5.500000000000000028e-02 4.726999025273000386e-06 9.967866903819929680e-01 1.573364747076499786e-04 2.328704727201235010e-03 6.064957115234432183e-04 1.159732481618110019e-04 9.999999997709277944e-01
5.999999999999999778e-02 5.664940428539000390e-06 9.968801477837689884e-01 1.807546231866800056e-04 2.063759099328080129e-03 7.119413996236258636e-04 1.576554518130289734e-04 9.999999997741566560e-01
6.500000000000000222e-02 6.398705431444000421e-06 9.966894836371500421e-01 2.059834160232499982e-04 2.234883724455233225e-03 7.384108774156829692e-04 1.247520543101180086e-04 9.999999997702097021e-01
