0.000000000000000000e+00 0.000000000000000000e+00 9.999999997725000922e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999997725000922e-01
5.000000000000000104e-03 1.291257384515799889e-07 9.975218412632900211e-01 7.923222045317000425e-06 1.801220882680153006e-03 5.595624760926313493e-04 1.091900764318000063e-04 9.999999997723371115e-01
1.000000000000000021e-02 3.805235864793699919e-07 9.946326970058499972e-01 2.209687619407699611e-05 4.075187991606235571e-03 1.118057634922067171e-03 1.513024412432170088e-04 9.999999997726913836e-01
1.499999999999999944e-02 6.083852446997300164e-07 9.943863983803300499e-01 3.562172025885099815e-05 4.506054761274446915e-03 9.758884550557513863e-04 9.516364908749499888e-05 9.999999997753602488e-01
2.000000000000000042e-02 7.703815792181999794e-07 9.958634901617300361e-01 4.649743253230099695e-05 3.424405997958249615e-03 4.907720492855578362e-04 1.739096956232400045e-04 9.999999997714434929e-01
2.500000000000000139e-02 1.160535366282699906e-06 9.973519114565799759e-01 5.714526968211699960e-05 2.090455205877197846e-03 2.234686404535774287e-04 2.757958160188199643e-04 9.999999997707934574e-01
2.999999999999999889e-02 1.825815126505699820e-06 9.977303226272999925e-01 7.506551663191598622e-05 1.594092243560057184e-03 4.008513664411112614e-04 1.977828014583300114e-04 9.999999997751574110e-01
3.500000000000000333e-02 2.354897254962400200e-06 9.969702965525000238e-01 9.962805435359999224e-05 2.099781026881068768e-03 7.237362878697201378e-04 1.040911701930099977e-04 9.999999997712042399e-01
4.000000000000000083e-02 2.717462346151100324e-06 9.960563736266199175e-01 1.184483130745700002e-04 2.909194761921014925e-03 7.913542237494089471e-04 1.217703991760000018e-04 9.999999997713139299e-01
4.499999999999999833e-02 3.081716525657099981e-06 9.959033722405000733e-01 1.287562447590199892e-04 3.223114943917314550e-03 6.275066046721126251e-04 1.140477204110699924e-04 9.999999997715869338e-01
5.000000000000000278e-02 3.721238779360999731e-06 9.963621704912301036e-01 1.399097867356960043e-04 2.878919577912722200e-03 5.404305094749751754e-04 7.476064925728300966e-05 9.999999997737837321e-01
5.500000000000000028e-02 4.669696857928999776e-06 9.967435839474299009e-01 1.569749891025400167e-04 2.366111498918358619e-03 6.114016908283597101e-04 1.171839063223520128e-04 9.999999997690596221e-01
5.999999999999999778e-02 5.589038895964999583e-06 9.968938876288899742e-01 1.806643476598399935e-04 2.058009666471202412e-03 7.043483350965062473e-04 1.574255078274320067e-04 9.999999997748205693e-01
6.500000000000000222e-02 6.292422270707999890e-06 9.967453519377700299e-01 2.055784602801500021e-04 2.189216115158774782e-03 7.294918520529393522e-04 1.239842655675300138e-04 9.999999997735542490e-01
7.000000000000000666e-02 6.889651331164000858e-06 9.963503372614800346e-01 2.211243518575000105e-04 2.634649649972504830e-03 6.728471801338293656e-04 1.140591299418860003e-04 9.999999997701130017e-01
7.499999999999999722e-02 7.660851427239001232e-06 9.961397185021400036e-01 2.262058004976190038e-04 2.865975906428707039e-03 6.222736720500352068e-04 1.380741115371289724e-04 9.999999997746249480e-01
8.000000000000000167e-02 8.755908019253000132e-06 9.962301888821899487e-01 2.338688983958899935e-04 2.720009581458067253e-03 6.847392244420549660e-04 1.223461384579110000e-04 9.999999997681718877e-01
8.500000000000000611e-02 9.936661138864000221e-06 9.965043358841100263e-01 2.524871534397499706e-04 2.353413976266372810e-03 7.805158795820396535e-04 9.921936632576599949e-05 9.999999997703056254e-01
8.999999999999999667e-02 1.096305769096100182e-05 9.967058919573400511e-01 2.750132715304699879e-04 2.096129700639197662e-03 8.077509555010093517e-04 1.041634376883809936e-04 9.999999997740333102e-01
9.500000000000000111e-02 1.182555320673000073e-05 9.965823963637800986e-01 2.932123748519699911e-04 2.225124466318038636e-03 7.903300370876258345e-04 9.701955439090000912e-05 9.999999997698503229e-01
1.000000000000000056e-01 1.270138580205299802e-05 9.962827261950700786e-01 3.040610839974200235e-04 2.554625328422124170e-03 7.608480887774239469e-04 8.493794025565800439e-05 9.999999997692914366e-01
1.049999999999999961e-01 1.385631240614399995e-05 9.960742048576800567e-01 3.089565693221199799e-04 2.760158509531207126e-03 7.409944706133690488e-04 1.017249787166829919e-04 9.999999997708800548e-01
1.100000000000000006e-01 1.521524545923700096e-05 9.961676476413000580e-01 3.175113238568700084e-04 2.634310536570506726e-03 7.489254478739320632e-04 1.162883186534400013e-04 9.999999997724928757e-01
